2016199	3 4 7	14	39,602,624	14558	1,040	 	 	46606	173	2016-07-24
2016198	3 0 3	6	41,328,672	12209	1,040	10109	346	 	 	2016-07-23
2016197	9 1 5	15	42,422,336	14613	1,040	 	 	58466	173	2016-07-22
2016196	9 0 7	16	42,335,906	11975	1,040	 	 	23830	173	2016-07-21
2016195	6 1 0	7	41,471,354	7953	1,040	 	 	16847	173	2016-07-20
2016194	4 0 7	11	41,697,926	25989	1,040	 	 	52434	173	2016-07-19
2016193	6 9 5	20	41,527,416	10536	1,040	 	 	31255	173	2016-07-18
2016192	6 6 1	13	41,719,440	10858	1,040	13389	346	 	 	2016-07-17
2016191	3 0 8	11	40,463,290	17388	1,040	 	 	16460	173	2016-07-16
2016190	8 2 3	13	40,829,780	17831	1,040	 	 	38312	173	2016-07-15
2016189	7 9 0	16	40,520,418	6239	1,040	 	 	20132	173	2016-07-14
2016188	0 9 9	18	42,905,252	12528	1,040	20974	346	 	 	2016-07-13
2016187	1 3 9	13	43,386,034	15146	1,040	 	 	24837	173	2016-07-12
2016186	6 1 8	15	41,756,854	33969	1,040	 	 	37866	173	2016-07-11
2016185	3 8 0	11	41,648,920	14158	1,040	 	 	54020	173	2016-07-10
2016184	7 0 3	10	40,703,944	15070	1,040	 	 	33002	173	2016-07-09
2016183	6 9 5	20	41,693,314	8030	1,040	 	 	28895	173	2016-07-08
2016182	4 8 9	21	41,403,472	8615	1,040	 	 	18409	173	2016-07-07
2016181	8 6 9	23	41,723,708	7359	1,040	 	 	18551	173	2016-07-06
2016180	6 5 9	20	41,861,970	14685	1,040	 	 	34048	173	2016-07-05
2016179	3 8 7	18	40,352,178	20380	1,040	 	 	57184	173	2016-07-04
2016178	2 4 4	10	41,897,664	9989	1,040	13610	346	 	 	2016-07-03
2016177	1 9 5	15	40,714,158	15902	1,040	 	 	32671	173	2016-07-02
2016176	7 1 2	10	42,812,498	32883	1,040	 	 	41044	173	2016-07-01
2016175	6 4 1	11	39,852,806	16416	1,040	 	 	38947	173	2016-06-30
2016174	0 0 7	7	40,962,692	16146	1,040	12048	346	 	 	2016-06-29
2016173	6 9 5	20	40,470,750	10791	1,040	 	 	23893	173	2016-06-28
2016172	3 2 3	8	41,292,230	9605	1,040	8169	346	 	 	2016-06-27
2016171	5 9 8	22	39,207,234	14617	1,040	 	 	29425	173	2016-06-26
2016170	9 0 9	18	40,333,788	9312	1,040	7877	346	 	 	2016-06-25
2016169	7 0 6	13	41,127,212	15326	1,040	 	 	36179	173	2016-06-24
2016168	1 1 9	11	43,123,530	24238	1,040	16745	346	 	 	2016-06-23
2016167	2 4 9	15	41,937,100	11703	1,040	 	 	30921	173	2016-06-22
2016166	3 9 6	18	42,402,536	18188	1,040	 	 	38224	173	2016-06-21
2016165	0 4 1	5	42,626,756	5112	1,040	 	 	14753	173	2016-06-20
2016164	2 7 3	12	39,942,706	14091	1,040	 	 	36740	173	2016-06-19
2016163	0 3 3	6	42,101,126	8836	1,040	15488	346	 	 	2016-06-18
2016162	6 3 4	13	42,900,858	18807	1,040	 	 	57042	173	2016-06-17
2016161	0 4 1	5	44,923,292	6831	1,040	 	 	19345	173	2016-06-16
2016160	0 1 7	8	44,815,532	28946	1,040	 	 	42676	173	2016-06-15
2016159	6 9 1	16	43,742,926	13228	1,040	 	 	35271	173	2016-06-14
2016158	9 2 0	11	42,792,956	14786	1,040	 	 	30963	173	2016-06-13
2016157	1 5 1	7	45,063,084	11331	1,040	15082	346	 	 	2016-06-12
2016156	2 7 8	17	43,591,738	17298	1,040	 	 	31034	173	2016-06-11
2016155	7 8 4	19	42,879,162	14789	1,040	 	 	33624	160	2016-06-10
2016154	8 3 9	20	41,714,748	10329	1,040	 	 	24575	173	2016-06-09
2016153	1 7 4	12	44,363,544	28225	1,040	 	 	43150	173	2016-06-08
2016152	4 9 8	21	46,463,600	23180	1,040	 	 	24063	173	2016-06-07
2016151	3 3 6	12	47,322,338	12565	1,040	11532	346	 	 	2016-06-06
2016150	9 1 2	12	46,666,300	17495	1,040	 	 	32845	173	2016-06-05
2016149	7 5 3	15	44,450,786	15572	1,040	 	 	59206	173	2016-06-04
2016148	8 1 3	12	44,776,738	19462	1,040	 	 	33613	173	2016-06-03
2016147	9 8 9	26	48,066,190	16356	1,040	19422	346	 	 	2016-06-02
2016146	7 6 1	14	46,899,486	22151	1,040	 	 	57351	173	2016-06-01
2016145	9 4 1	14	45,219,020	31879	1,040	 	 	59941	173	2016-05-31
2016144	6 2 5	13	45,039,942	22046	1,040	 	 	48933	160	2016-05-30
2016143	5 0 3	8	43,069,182	12552	1,040	 	 	20379	173	2016-05-29
2016142	4 3 5	12	40,655,006	19588	1,040	 	 	36199	173	2016-05-28
2016141	6 8 8	22	44,366,068	12596	1,040	16693	346	 	 	2016-05-27
2016140	7 8 7	22	45,715,702	10854	1,040	16525	346	 	 	2016-05-26
2016139	2 5 0	7	46,382,592	11575	1,040	 	 	22213	173	2016-05-25
2016138	5 6 0	11	45,578,394	16038	1,040	 	 	32287	173	2016-05-24
2016137	3 9 3	15	48,712,018	34702	1,040	31812	346	 	 	2016-05-23
2016136	6 1 9	16	48,632,000	11849	1,040	 	 	18427	173	2016-05-22
2016135	7 3 2	12	47,511,666	11121	1,040	 	 	25308	173	2016-05-21
2016134	1 0 7	8	50,298,404	13506	1,040	 	 	31769	173	2016-05-20
2016133	6 9 1	16	48,884,596	12772	1,040	 	 	36594	173	2016-05-19
2016132	4 5 3	12	49,516,936	7986	1,040	 	 	34128	173	2016-05-18
2016131	7 5 3	15	48,325,436	33488	1,040	 	 	69055	173	2016-05-17
