2018327	613	432	9
2018328	695	481	13
2018329	944	481	13
2018330	279	171	9
			
2018331	374	108	9
2018332	262	388	19
2018333	924	288	18
2018334	522	349	16
2018335	269	407	11
			
2018336	873	906	15
2018337	256	731	11
2018338	173	178	16
2018339	374	774	18
2018340	286	798	24
			
2018341	83	799	25
2018342	539	497	20
2018343	315	52	7
2018344	769	397	19
2018345	350	692	17
			
2018346	251	186	15
2018347	411	513	9
2018348	847	469	19
2018349	728	821	11
2018350	80	322	7
			
2018351	699	156	12
2018352	717	542	11
2018353	123	589	22
2018354	110	609	15
2018355	818	787	22
			
2018356	740	611	8
2018357	834	147	12
2018358	604	329	14
2019001	985	644	14
