2015001	027	245	1	1	2	2	4	5	1	2	11	11	31	24	2	2	23	5	1	3	63	11	7	1	6	25	4	12	21	2	27	11	1	2	10	3	15	5	47	6	11	14	11
2015002	196	047	0	2	1	3	4	1	2	7	12	12	0	25	1	3	24	6	2	4	64	12	8	2	7	26	4	13	22	3	28	12	2	3	11	4	16	1	48	7	12	15	11
2015003	312	029	0	3	2	4	1	2	3	1	13	9	0	26	2	4	25	7	3	5	65	13	9	3	2	27	1	14	23	4	29	13	3	4	12	5	17	2	49	1	13	9	11
2015004	173	937	1	4	1	3	2	3	4	7	14	9	1	27	3	5	26	8	4	6	66	9	10	4	1	3	2	15	24	5	30	14	4	5	13	6	18	3	50	7	14	1	19
2015005	331	031	0	1	2	3	3	4	5	1	15	1	0	28	4	6	27	9	5	7	67	1	11	5	2	3	3	16	25	6	31	15	5	1	14	7	19	4	51	1	15	2	4
2015006	360	053	0	1	3	3	4	5	6	2	16	2	0	29	5	7	28	10	6	8	68	2	12	6	3	1	4	5	26	7	32	16	6	1	15	3	20	5	52	2	16	3	8
2015007	173	055	0	2	4	1	5	5	7	3	17	3	0	30	6	8	29	11	7	9	69	3	13	7	4	2	5	5	27	8	33	17	7	2	16	1	21	5	53	3	17	4	10
2015008	199	919	1	1	5	2	6	1	8	4	18	9	1	31	7	9	30	12	8	10	70	9	14	1	5	3	6	1	28	9	34	18	8	3	17	2	22	1	54	4	18	9	19
2015009	032	730	0	1	6	3	7	2	9	7	19	1	2	32	8	10	31	13	9	7	71	1	15	1	6	3	7	2	29	10	35	19	0	4	18	3	23	2	55	5	19	1	10
2015010	305	599	1	2	7	1	8	5	10	1	20	9	3	33	9	11	32	5	10	1	72	2	16	2	7	1	8	3	30	11	36	9	1	5	19	4	24	3	56	6	20	9	23
2015011	754	660	0	3	8	2	9	1	6	2	21	1	4	34	10	12	33	1	6	2	73	3	17	3	8	2	9	4	6	12	37	1	0	6	20	5	25	4	57	7	21	1	12
2015012	155	047	0	4	9	3	4	2	1	7	22	2	0	35	11	13	34	2	1	3	74	4	18	4	9	3	4	5	1	13	38	2	1	7	21	6	26	5	58	7	22	2	11
2015013	975	764	1	5	10	4	4	3	6	7	23	3	1	36	12	14	35	3	2	7	75	5	19	5	10	4	1	6	6	14	39	3	2	8	22	7	4	6	59	1	23	3	17
2015014	277	402	0	6	2	5	4	4	1	1	24	4	2	37	13	15	4	4	3	1	76	6	0	6	11	5	2	7	1	15	40	4	3	9	2	8	1	7	60	2	24	4	6
2015015	655	207	0	7	2	6	1	5	2	7	25	5	3	38	2	16	1	5	4	2	77	7	0	7	12	6	3	8	2	16	41	5	4	10	1	9	2	8	61	7	25	5	9
2015016	928	656	1	8	1	7	2	5	6	1	26	6	4	39	1	17	2	6	6	3	78	8	1	8	13	7	4	5	3	17	42	6	5	11	2	10	3	9	6	1	26	6	17
2015017	148	027	0	9	2	8	3	1	1	7	27	7	0	40	2	18	3	7	1	4	79	9	2	9	2	8	5	1	4	18	43	7	6	12	3	11	4	10	1	7	27	7	9
2015018	448	902	0	10	2	9	4	2	2	1	28	9	1	41	3	19	4	8	2	5	80	9	0	10	1	9	6	2	5	19	44	8	7	13	2	12	5	11	2	1	28	8	11
2015019	233	909	0	11	1	10	5	3	3	2	29	9	2	42	4	20	5	9	3	6	81	9	0	11	2	10	7	3	6	20	45	9	8	14	1	13	6	12	3	2	29	9	18
2015020	325	731	1	1	2	3	6	4	4	7	30	1	3	43	5	21	6	10	4	7	82	1	1	12	3	3	8	4	7	21	46	10	9	1	2	14	7	13	4	3	30	1	11
2015021	152	700	0	1	3	1	7	5	5	7	31	2	4	44	6	22	7	11	5	7	83	2	0	13	4	1	9	5	8	22	47	11	0	1	3	15	8	14	5	4	31	2	7
2015022	045	982	1	2	2	2	8	6	6	1	8	9	5	45	7	23	8	12	6	1	84	9	1	14	5	2	10	6	9	23	8	12	1	2	2	16	9	15	6	5	32	3	19
2015023	111	325	2	3	2	3	9	5	7	2	1	1	6	46	8	3	9	13	7	2	85	1	2	15	2	3	11	7	10	24	1	13	2	3	1	17	10	5	7	6	33	4	10
2015024	733	875	3	4	1	1	10	5	8	7	8	2	7	47	9	1	10	14	8	3	8	2	3	16	1	4	12	8	11	7	2	14	3	4	2	18	11	5	8	7	34	5	20
2015025	841	218	4	1	2	2	11	1	9	1	8	3	8	48	2	2	11	15	9	4	1	3	4	1	2	5	13	9	12	1	3	15	4	5	3	19	12	1	9	8	8	6	11
2015026	039	068	0	1	1	3	12	2	6	2	8	4	0	49	1	3	12	16	10	5	2	4	5	1	3	6	14	10	6	2	4	16	5	6	4	20	13	2	10	9	8	7	14
2015027	658	452	1	2	2	4	4	5	1	3	1	5	1	50	2	4	4	17	11	6	3	5	6	2	4	7	15	5	1	3	5	17	6	7	2	21	14	3	11	10	1	8	11
2015028	689	283	2	3	2	3	1	1	2	4	8	6	2	51	2	5	1	18	12	7	4	6	7	3	5	8	16	1	2	4	8	18	7	8	1	3	15	4	12	11	2	9	13
2015029	102	367	3	4	1	3	2	2	6	7	1	7	3	52	1	3	2	19	13	8	5	7	8	4	6	9	17	2	6	5	1	19	8	9	2	1	16	5	13	7	3	10	16
2015030	474	278	4	5	2	1	3	3	1	7	8	8	4	53	2	1	3	20	14	9	6	8	9	5	7	10	18	3	1	7	2	20	9	10	3	2	17	6	14	1	8	11	17
2015031	227	117	5	1	1	2	4	4	2	7	1	9	5	1	1	2	4	21	15	10	7	9	10	1	8	11	19	4	2	1	3	21	10	11	4	3	18	7	15	7	1	12	9
2015032	451	711	6	1	2	3	5	5	3	7	2	10	6	1	2	3	5	22	16	7	8	10	11	1	9	12	20	5	3	2	4	22	11	1	5	4	19	8	16	1	2	13	9
2015033	326	150	0	1	3	4	6	5	4	1	3	11	7	1	3	4	6	23	17	1	9	11	12	1	10	13	21	5	4	3	5	23	0	1	6	5	20	9	17	2	3	14	6
