2014001	196	687	2	3	2	2	3	6	6	7	8	1	5	3	4	2	23	10	6	8	17	1	19	13	2	22	15	12	1	7	8	4	2	45	9	4	3	6	7	7	1	13	21
2014002	228	634	3	4	3	3	4	7	6	1	1	2	6	4	5	3	24	11	6	9	18	2	20	14	3	3	16	13	2	8	1	5	3	46	10	5	4	7	8	1	2	14	13
2014003	105	643	4	5	4	3	4	8	6	2	2	3	7	5	6	4	25	12	6	10	19	3	21	15	4	1	4	14	3	9	2	6	4	47	11	3	1	8	9	2	3	15	13
2014004	632	955	5	6	5	1	1	5	1	3	3	9	8	6	7	5	26	13	1	11	20	9	22	16	5	2	1	5	4	10	3	7	5	48	12	1	2	5	10	3	4	16	19
2014005	624	755	6	7	6	2	2	5	2	7	4	1	9	7	8	6	27	14	2	7	21	1	23	17	6	3	2	5	5	11	4	8	6	49	13	2	3	5	11	4	5	17	17
2014006	402	992	7	8	2	3	3	1	3	1	5	9	10	8	9	7	28	15	3	1	22	9	24	18	7	4	3	1	6	12	5	9	7	50	2	3	4	1	12	5	6	18	20
2014007	497	283	8	9	2	3	4	2	4	2	8	1	11	9	2	8	29	16	4	2	23	1	25	19	8	5	4	2	7	13	8	1	8	51	1	3	5	2	13	6	7	19	13
2014008	623	590	0	10	1	1	5	5	5	3	1	9	12	10	1	9	30	5	5	3	24	2	26	20	9	6	5	3	8	14	1	9	0	52	2	1	6	3	14	7	8	20	14
2014009	211	432	1	11	2	3	4	1	6	4	2	1	13	11	2	10	4	1	6	4	25	3	27	21	10	3	6	4	9	15	2	1	1	53	2	2	7	4	15	8	9	21	9
2014010	073	645	2	12	1	1	4	5	6	5	3	2	14	12	3	11	1	2	6	5	26	4	28	22	11	1	4	5	10	16	3	2	2	54	1	3	8	5	16	9	10	22	15
2014011	018	319	3	1	2	3	1	1	1	6	4	9	15	13	4	3	2	3	1	6	27	5	29	1	12	2	1	6	11	17	4	3	3	55	2	4	9	1	17	10	11	9	13
2014012	968	368	4	1	3	3	2	2	6	7	8	1	16	14	5	3	3	4	2	7	28	6	30	1	13	3	2	7	6	18	5	4	4	56	3	5	10	2	18	11	8	1	17
2014013	871	613	5	1	4	3	3	3	6	8	1	2	17	15	6	1	4	5	6	8	29	7	31	1	14	4	3	8	1	19	6	5	5	57	4	3	11	3	19	12	1	2	10
2014014	728	945	6	1	5	1	4	5	1	9	2	9	18	16	7	2	5	6	1	9	30	9	32	1	15	5	4	9	2	20	7	6	6	58	5	1	12	5	20	13	2	3	18
2014015	640	742	7	2	2	2	4	1	2	7	3	1	19	17	8	3	6	7	2	7	31	1	33	2	16	6	4	10	3	21	8	7	7	59	2	2	13	1	21	14	3	4	13
2014016	989	224	8	3	2	3	4	2	3	1	4	2	20	18	2	4	7	8	3	1	32	2	34	3	2	7	1	11	4	22	9	8	8	60	1	3	4	2	22	15	4	5	8
